Aplikasi bodoh bikin orang susah	1	negatif
"Aplikasi buruk untuk sekelas BUMN. tombol kembali tidak jelas. Malah kembali ke home dan harus login ulang. Bayangkan jika anda sedang mengisi data lalu anda kembali ke home. Apa gak naik tensi ? Sudah upload stnk berulang ulang kali. Namun data di tolak dengan alasan ""stnk tidak dapat terbaca"" alasan bodoh macam apa itu ? Anda sendiri yg membatasi besaran data 1mb. Lalu bagaimana bisa terbaca dengan jelas. Sedangkan klo ambil foto dari kamera sendiri dan upload file, besarannya 4mb. BODOH!"	1	negatif
Aplikasi buruk. Nyusahin aja. Mau beli aja ribet.	2	negatif
Aplikasi cukup baik mudah dimengerti cuma pasword lupa cara reset.bagaimana	4	positif
Aplikasi cukup membantu	5	positif
Aplikasi ga guna	1	negatif
Aplikasi ga guna	1	negatif
Aplikasi Ga guna	1	negatif
Aplikasi ga guna mempersulit hidup TOLOL	2	negatif
Aplikasi ga jelas	1	negatif
Aplikasi ga jelas selalu bolak balik faftar ðŸ‘Ž	2	negatif
"Aplikasi ga jelas, Pas mau daftar bilangnya no sudah terdaftar padahal baru download, akhirnya reset pin, setelah reset PIN mau masuk, ternyata harus verifikasi no telp lewat otp, pas mau verifikasi otpnya salah terus, padahal sudah memasukan dengan benar sampai coba 5 kali masih salah juga. ""Kalau bisa ribet kenapa dipermudah"", #eehhhhkebalik"	1	negatif
Aplikasi gak efektif	2	negatif
Aplikasi gak guna. Klo sistemnya blm siap ya gak usah diluncurkan dulu. Masa saya mau mendaftar upload foto dibilangnya file kebesaran mulu, padahal sudah diset dengan kualitas kamera paling rendah supaya filenya rendah. Tolong jumlah size uploadnya di tingkatkan ya	1	negatif
Aplikasi gak jelas	1	negatif
Aplikasi gak jelas	1	negatif
Aplikasi gak jelas	1	negatif
Aplikasi gak jelas	1	negatif
Aplikasi gak jelas	1	negatif
Aplikasi gak jelas	1	negatif
Aplikasi gak jelas	1	negatif
Aplikasi gak jelas bgst	1	negatif
Aplikasi ini akan sangat membantu jika menyertakan harga BBM disetiap wilayah	4	positif
Aplikasi ini mempermudah dalam sistem pembayaran...maju terus..	4	positif
Aplikasi ini memudahkan kita untuk melakukan pembayaran via cashless. Tinggal scan bisa langsung bayar. Lebih cepat juga antriannya. Biasanya kalo bayar pake cash tu lama banget mbak mbaknya cari kembalian. Kalo pake aplikasi kan satset selesai. Pokoknya baguslah aplikasinya gampang juga penggunaannya	5	positif
Aplikasi ini sangat bagus, pembelianya juga sangat simpel dan mudah di mengerti, cara membayarnya sangat mudah bisa menggunakan e-wallet apapun selain linkaja dan bisa kalian cek setiap hari untuk melihat penggeluaran pembelian bensin setiap hari	5	positif
Aplikasi ini sangat bagus.	5	positif
Aplikasi ini sangat bermanfaat bagi masyarakat luas	5	positif
Aplikasi ini sangat membantu banget buat lihat history berapa liter nya BBM kita. Lancar aja sii gaada problem terus juga dari fitur2 nya lengkap ada game nya juga yg bisa buat ga bosen gt, adalagi yang bisa dimanfaatkan dr apk ini adalah bisa bayar menggunakan apa aja	5	positif
Aplikasi ini sangat membantu dan mempermudah dalam pembelian bbm karena tanpa uang cash pembayarannya jadi lebih praktis dan ada juga bonus point yang banyak Dalam pembayaran juga udah ada peningkatan kecepatan dari struk qr sampe struk keluar.. Dan semoga kedepannya aplikasi ini jadi lebih baik lagi dan berkembang..	5	positif
Aplikasi ini sangat membantu sekali. Bisa menikmati fitur Pertamina dengan sekali klik saja hehehe. Apalagi adanya pembayaran digital, ini sih praktis banget. Ga perlu bawa uang cash setiap saat	5	positif
Aplikasi ini sangat membantu, yg lupa bawa uang cash tinggal transfer saldo ke link aja pakek mobile banking langsung beres. Ga perlu khawatir lg kurang2 bayar malah pembayaran jd lebih real sesuai nominal yg tertera di mesin. Terus ditingkatkan performa aplikasinya	5	positif
Aplikasi ini sgt membantu bagi kawula muda nih, yang apa-apa skrng semuanya serba digital. Skrng dgn adanya, my pertamina ini kita bisa bayar BBM pake uang digital loh, caranya jg gampang bgt tinggal search my pertamina, klik download, login dan masukkin data-data yg dibutuhin, tenang data-data yg diperluin ga terlalu pribadi ko jadi akan bgt.	5	positif
Aplikasi ini super canggih dan keren banget sihh, sangat membantu konsumen untuk bisa bayar melalui pembayaran digital. Selama menggunakan apk ini juga tidak ada kendala sama sekali, pokoknya ini apk inovasi terbaru yang sangat membantuðŸ˜Š	5	positif
Aplikasi jembut. Nyusahi rakyat	1	negatif
Aplikasi kaga danta	1	negatif
Aplikasi kalo bisa semua sdh mudah di akses setiap isi BBM.	4	positif
Aplikasi kesurupan	1	negatif
Aplikasi kk cm buat dapetin barkot aja.udah dapet barkot mau cek vocer g bisa.seharsnya kl dh terdaftar harus bisa cek vocer dan cek riwayat pengisian di SPBU.kl aplikasi model kayak gini plat no kita masih bisa di gunakan orang lain meskipun kita dah punya barkot. Udah daftarnya ribet aplikasi g ada fungsinya.	1	negatif
Aplikasi masi banyak bug dari ngga bisa disambungkan aplikasi pembayaran pihak 3 (Link Aja) dan masih banyak lagi, total pembelian tidak muncul padahal kendaraan sudah tercantum.	1	negatif
aplikasi masih banyak bug	2	negatif
Aplikasi masih jauh dari kata bagus, mau disambungin ke link aja error terus, dicoba beberapa saat lagi masih begitu terus, jadi gimana bisa dipakai kalau mau dipakai harus di sambung ke link aja, tapi gabisa di sambung karena error terus, jadinya gabisa dipakai aplikasinya	1	negatif
Aplikasi masih ujicoba susah daftarnya petani semakin teraniaya	2	negatif
Aplikasi membagongkan	1	negatif
Aplikasi mempermudah	5	positif
Aplikasi mempersulit rakyat	1	negatif
Aplikasi mempersulit rakyat	1	negatif
Aplikasi menjijikannnn. Budak pemerintah cuih	1	negatif
Aplikasi menyusahkan rakyat	1	negatif
Aplikasi menyusahkan rakyat	1	negatif
Aplikasi menyusahkan rakyat	1	negatif
Aplikasi menyusahkan rakyat	1	negatif
Aplikasi menyusahkan rakyat	1	negatif
Aplikasi menyusahkan rakyat	1	negatif
Aplikasi menyusahkan rakyat	1	negatif
Aplikasi menyusahkan rakyat miskin.	1	negatif
Aplikasi menyusahkan rakyat!!	1	negatif
Aplikasi merepotkan rakyat	1	negatif
Aplikasi merugikan	1	negatif
Aplikasi my Pertamina ini bangus banget. Aku coba daftar, trus pendaftarannya mudah banget dan penggunaannya juga mudah. Jadi ga ribet lagi deh. Membantu banget pokoknya . Semoga kedepannya aplikasi my Pertamina bisa tambah bagus lagi. Mantab	5	positif
Aplikasi my pertamina ini membuat. Pendaftarnya frustasi, karena sistem pendaftaran terlalu sulit sekali. Sudah harus regristrasi, foto kendaraan, orangnya, dan macem-macem dah dan juga nunggu notifikasinya suksesnya untuk menggunakan aplikasi ini harus nunggu 14hari lagi, apalagi notifikasinya harus lewat emal lagi bukan lewat WA/whatsapp atau SMS. Jadi buat pengembang aplikasi tolong sistem pendaftarannya lebih simpel lagi Biar tidak harus menunggu hingga 2 minggu minimal 1 atau 2 hari saja.	1	negatif
aplikasi mypertamina ini keren banget, dengan adanya digital payment jadi lebih praktis dalam pembayaran. udah gaperlu bawa uang cash deh. terus selama make aplikasinya juga ga ada masalah, keren banget deh pokoknya â­â­â­â­â­	5	positif
Aplikasi ngga guna nyusahin orang aja	1	negatif
aplikasi nya bagus	2	negatif
aplikasi nya bagus	5	positif
Aplikasi nya mantap	5	positif
Aplikasi nya masih belum lancar, trus e-wallet nya kalau bisa jangan linkaja deh, ganti ke gopay/dana gitu. Tambahkan juga opsi pembayaran via transfer bank jadi kami bisa menyesuaikan.	1	negatif
Aplikasi nya masih butuh banyak optimalisasi	4	positif
Aplikasi nya sangat mengecewakan. Sy sudah isi beberapa kali dan selama beberapa hari selalu gagal melulu dengan alasan gangguan jaringan. Aneh sekali. Gmn mau daftar kl begini, sy pake wifi koneksi kuat padahal. Mohon di perbaiki lagi agar lbh mudah daftar nya.. Tq	1	negatif
Aplikasi nyusahin aja.	1	negatif
Aplikasi nyusahin masyarakat	1	negatif
Aplikasi Paling Ribet	1	negatif
Aplikasi pemaksaan	1	negatif
Aplikasi pemaksaan ðŸ‘Ž	1	negatif
Aplikasi pemaksaan rakyat	1	negatif
APLIKASI pembodohan! Buatan para BADUT budak kapitalis! Si PLONGOKK ðŸ¤®ðŸ¤®ðŸ¤®ðŸ¤¡ðŸ½ðŸ‡µðŸ‡±ðŸ¸	1	negatif
Aplikasi pemeras rakyat	1	negatif
Aplikasi penyusah masyarakat miskin	1	negatif
aplikasi penyusah rakyat	1	negatif
Aplikasi penzoliman dari pemerintah	2	negatif
Aplikasi perlu ada pengembangan lagi,, kode otp sudah masuk ke sms tapi tempat untuk masukin kode otp nya gk bisa di akses,, selalu bilangnya koneksi time out, begitu coba lagi malah dikrimin kode otp baru lagi. Dan begitu saja seterusnya berulang-ulang. Dan giliran sudah bisa masuk ke tempat verivikasi kode otp malah bilangnya kode otp sudah tidak bisa di gunakan...tolong diperbaiki lah kalau memang mau menggunakan aplikasi ini guna pengisian bahan bakar. Trima kasih.	1	negatif
Aplikasi ribet, tidak efisien. Setelah verifikasi berhasil, saat mau claim qode QR password dinyatakan tidak sesuai. Padahal sudah sesuai dengan password claim awal. Chat dengan customer servis juga gak sesuai harapan, kirim email gak ada balasan. Setiap buka menu subsidi tepat selalu minta kode padahal aplikasi sedang digunakan, sering buka kode, eh malah di blokir, akun anda di non aktifkan selama 1 hari. Padahal kan aplikasinya yg minta kode terus terusan, bukan maunya customer Ribet betul...	1	negatif
Aplikasi saat di gunakan sering delay padahal jaringan bagus dan metode pembayaran hanya bisa di lakukan dengan link aja di tambah ada biaya adminnya... Saran untuk di perbaiki aplkasi nya dan untuk metode pembayaran d tambah aplkasi lain dan tidak ada biaya adminnya saat top up	1	negatif
Aplikasi sangat bagus yang	5	positif
Aplikasi sangat bagus,tampilan juga ok,apalagi ya,,,	4	positif
Aplikasi sangat membantu	5	positif
Aplikasi sangat membantu khususnya pembelian bbm terutama bensin,untuk proses pembayaran dari scan QR sampai setruk keluar lumayan cepat dan pastinya akan dapat banyak bonus poin dari transaksi mypertamina.tolong untuk tambahkan pembayaran malalui e-wallet selain linkaja,terimakasih	5	positif
Aplikasi sangat membantu konsumen	5	positif
Aplikasi sangat membantu,, juga simpel mudah dipahami,, saran tolong ditingkatkan tambahkan e-wallet pembayaran selain linkaja, dan tambahkan speed appsnya.. terima kasih..	5	positif
Aplikasi sgt membingungkan	2	negatif
Aplikasi sudah bagus.. Segera di tambahkan metode pembayaran yg lain juga selain Kartu.. jangan jadikan platform LINKAJA sebagai default utama next time.. bisa kolaborasi juga sama GOJEK.. semoga menjadi pertimbangan yang baik. Thanks	5	positif
Aplikasi terbaik	5	positif
Aplikasi terlalu ribet, banyak input data. Buat user sudah tua kasian bingung. Aplikasi tu dibuat untuk mempermudah, kalo ujung - ujungnya sulit dioperasikan percuma buat apa.	1	negatif
Aplikasi tersulit, Saya daftar subsidi tepat, tapi tidak dapat kode verifikasi, sudah hubungi call senter habis pulsa sampai 100 rb lebi, karena nelpon tidak cukup sekali. Reset email sudah, nunggu 3x24 sudah. Tapi tetap tidak bisa, di media sosialnya juga tidak ada respon, apalagi di email, ya ampun bikin pusing	1	negatif
Aplikasi tidak berjalan giman ini mohon perbaiki	2	negatif
Aplikasi tidak bisa digunakan. Alasan Di lapangan gangguan terus. Masak kalah sama bigo dan tiktok . Aplikasi punya negara tp kek gini udah 2hari gangguan di Palembang.	1	negatif
Aplikasi tidak dapat digunakan untuk login. Akun dan PIn sudah benar namun ketika klik Tombol login tidak dapat masuk. Selai itu : Banyak kasus dan beraneka ragam permasalahan terkait aplikasi. Bahkan yang sudah berhasil pun tetap saja memperlambat waktu saat di Lokasi pengisian BBM. Mohon untuk dapat diperhatikan secara serius.	1	negatif
Aplikasi tidak jelas.. Walaupun baru sekedar uji coba, setidaknya dipersiapkan dulu dengan matang. Entah karena belum terbiasa atau memang aplikasinya yang masih kentang, ini bukan mempermudah menurut saya, tp sungguhÂ² menyulitkan	1	negatif
Aplikasi tidak membantu, klik back langsung data hilang semua. chat Call center juga gaknada solusi, berbelit2. Giliran data sd siap, pilihan provinsi, kota, kecamatan dan kelurahan tidak muncul alias kosong, perbaiki dulu aplikasinya, buat yg bagus baru tuntut orang memakai	1	negatif
Aplikasi tolol rakyat dibikin susah	1	negatif
Aplikasi tolol... Nyusahin rakyat..	1	negatif
aplikasi top,Tolong diperkuat aplikasi ,saat transaksi lancar,	4	positif
Aplikasi udah okke tinggal percepat verifikasi tak kasih bintang 7	4	positif
"Aplikasi utk daftar bbm bersubsidi masih buruk banyak bug/error yg belum terselasaikan. Utk upload gambar via kamera tidak bisa selalu merestart ke menu awal/Home. Udh ngisi berkali2 harus ulang berkali2. Tolong segera perbaiki yah. Sudah mengisi form dengan lengkap. Tapi diakhir setelah submit. Selalu muncul text box ""sepertinya terjadi kesalahan"" sudah mencoba berkali2 di waktu yg berbeda tapi tetap gagal."	1	negatif
Aplikasi wajib, tapi aku tak ikhlas menginstalnya	2	negatif
Aplikasi yang bagus	5	positif
APLIKASI YANG BAGUS SIMPLE MUDAH UNTUK TRANSAKSI SUKSES LEBIH DITINGKATKAN LAGI APLIKASINYA SYSTEM KEAMANANYA GT YA PERBANYAK HADIAH HADIAHNYA TANPA HARUS DIUNDI DAN TANPA TUKAR POINT...SUKSES MY PERTAMINA SUKSES INDONESIA	5	positif
Aplikasi yang bermanfaat	5	positif
Aplikasi yang dapat membantu dan mempermudah transaksi BBM semoga ke depannya lebih baik lagi	4	positif
aplikasi yang mempersulit penggunanya. padahal kuota baru diisi,jaringan juga bagus, tapi pas sudah didownload aplikasinya dan mau daftar malah enggak bisa, keterangannya sistem error.	1	negatif
Aplikasi yang sangat membantu	5	positif
Aplikasi yang sangat mnyulitkan rakyat indonesia raya.	2	negatif
Aplikasi Yang sangat mudah, gak perlu bawa uang Tunai pakai ini pun bisa membayar di SPBU, pelayanan menjadi lebih mudah Apalagi setiap transaksi Dapat Poinn bisa buat tukar Voucher BBM atau Voucher Makan. Mantap pokoknyaðŸ‘ðŸ‘ðŸ‘ðŸ¤­. Untuk kedepan lebih ditingkatkan lagi, untuk dompetnya lebih baik di Aplikasi nya saja jangan di Dompet LINK aja. Kadang masih terjadi Error. Selebihnya sudah Bagus, seneng banget pake Aplikasi ini Terimakasih My Pertamina. ðŸ˜˜	5	positif
Aplikasi yang sangat sulit ....dan sudah digunakan....	2	negatif
Aplikasi yang terpaksa gw pasang...	2	negatif
Aplikasi yg bikin ribet rakyat	1	negatif
Aplikasi yg buat ribet	1	negatif
Aplikasi yg cukup menyusahkan, banyak bug di bagian otp, untuk pembayaran msh blm flexible cuma bisa pke link aja, cukup meribetkan pengendara karena tidak semua punya handphone dan semua bisa pake aplikasi ini, blm lagi kalau kuota habis/hpnya lemot jadi kurang efektif ketika terjadi antre panjang, kurangnya sosialisasi sehingga masyarakat blm siap untuk menerima kebijakan ini.	1	negatif
Aplikasi yg membebani masyarakat...	1	negatif
Aplikasi yg menyenangkan	5	positif
Aplikasi yg menyusahkan rakyat Indonesia	1	negatif
Aplikasi yg merugikan.. Saat saya isi bbm menggunakan mypertamina saldo kepotong otomatis tp bukti transaksi dan bbm tidak keluar.. Harus transaksi sekali lg harus bayar pakai tunai.. Masa jd bayar 2 kali... Tolong di perbaiki aplikasinya...	1	negatif
Aplikasi yg penting bagi masyarakat Indonesia	4	positif
Aplikasi yg ribet	1	negatif
Aplikasi yg sangat berguna sekali	5	positif
Aplikasiny blm di pakai suruh upd trs...datany kesedot trs bos	2	negatif
Aplikasinya bagus	5	positif
Aplikasinya Bagus	5	positif
Aplikasinya bagus dan sangat membantu dan ada potongan harga nya juga ðŸ‘ðŸ‘	4	positif
Aplikasinya bagus, apalagi bisa membantu memudahkan pembayarannya. Ini bisa dibilang efektif untuk metode pembayaran di zaman sekarang ini yang serba digital. Mantap lah pokoknya	5	positif
Aplikasinya bagus. Namun sayang, di kebanyakan pom bensin daerah bogor dan jakarta sering mengalami gangguan / offline. Lain dengan pom bensin daerah Bandung, selalu berfungsi dengan baik.	4	positif
Aplikasinya cukup membantu	4	positif
Aplikasinya gak bisa di buka, percuma saya download ðŸ˜ 	2	negatif
Aplikasinya jelek, suka eror dan terlalu panjang pengisian data, setiap mengunggah foto selalu gagal dan sering log out dengan sendirinya, bukannya mempermudah tp mempersulit, sistem pembayarannya tdk pleksible hanya 1 satu saja dan hrs donwload lagi aplikasi bikin memory penuh, sepertix ini aplikasi belum siap hanya menyusahkan pengguna.	1	negatif
Aplikasinya ke logout Mulu.	2	negatif
Aplikasinya lemot	2	negatif
Aplikasinya membantu. Setiap transaksi kita bisa dapetin poin yang nantinya bisa di tuker voucher. Pembayaran juga jadi gampang dan sangat membantu buat orang orang yang lebih suka cashless. Mantap pokoknyaa	5	positif
Aplikasinya sangat bagus	5	positif
Aplikasinya sangat baik	5	positif
Aplikasinya sangat kereeeennnn	5	positif
Aplikasinya sangat membantu	5	positif
Aplikasinya sangat membantu	5	positif
aplikasinya sangat membantu banget untuk pembelian bensin,karena memudahkan kita untuk pembelian bensin,gak usah repot-repot lagi untuk bawa uang cash ke SPBU. lambatnya sekarang hanya karena banyak yang baru ikutan coba pakai, dan selama ini baik-baik saja. Fitur-fiturnya gak ribet sama sekali,jadi mudah untuk digunakan. Interfacenya user-friendly, udah ada peningkatan kecepatan pembayaran. Kalo bisa ditambahkan e-wallet pembayaran selain linkaja, dan juga ditambahkan speed apps.	5	positif
Aplikasinya sangat Ok,,ðŸ‘ðŸ‘	5	positif
Aplikasinya sgt membantu. Kecepatan pembayaran udah ada peningkatan. Tp sekarang jadi sedikit lambat, mungkin karena banyak yg baru ikut pakai jadinya lambat.	5	positif
Aplikasinya sudah bagus, hanya saja metode pembayarannya belum beragam, hanya menggunakan Link-aja saja. Apabila nanti sudah berlaku cashless di semua SPBU semoga bisa ditambahkan metode pembayaran lain seperti: Ovo, Gopay, Dana, atau bahkan Shopee-pay.	4	positif
Aplikasinya sudah bagus. Tapi tidak di jalankan di SPBU.	4	positif
Aplikasinya tolong ditingkatkan lagi sistemnya, karna setiap saya login akan mendapatkan kode verifikasi, kode verifikasi tersebut tidak berfungsi karna tidak ada tempatnya untuk meneruskan diaplikasi, dan sistem pembayarannya diperbanyak agar memudahkan konsumen bertransaksi.	4	positif
Aplikasinya udah bagus, ada sedikit saran tolong opsi pembayarannya ditambah, kalo bisa sih ada opsi pembayaran pake debit biar makin enak bayarnya	4	positif
Aplikasinya udah bagus, ada sedikit saran tolong opsi pembayarannya ditambah, kalo bisa sih ada opsi pembayaran pake debit biar makin enak bayarnya	4	positif
Aplikasix bagus cuma untuk pengisian dana harusnya bisa ada top up lewat bank	4	positif
Aplksh tak beguna, cra mepersult hidup. Purreee	1	negatif
Aplksi jelek ko ga bisa d buka daptar udh	2	negatif
App bikin pusing	1	negatif
App gak berguna	1	negatif
App menyusahkan rakyat? Bener ndak?	1	negatif
App sering error.	2	negatif
Applikasi sangat membantu	5	positif
Approve yang fast respon dr Admin, Terimakasih	5	positif
Aps nya error suka keluar sndri .	2	negatif
aturan bikin rakyat sulit.	1	negatif
Aturan gak jelas mending pada tidur aja dari pada kerja bikin susah rakyat	1	negatif
Aturannya menyusahkan rakyat mulu	1	negatif
Awalnya pendaftaran terasa sulit, tapi setelah data dilengkapi dan perbaikan data diikuti (seperti foto kendaraan) ternyata prosesnya cepat.ðŸ‘	4	positif
Awalnya sedikit ragu pakai aplikasi ini. Ternyata bener bener ngebantu bgt dan cocok buat aku yg sukanya cashless hihi. Praktis dan efisien bgt. Jadi ga usah nyiapin duit lembaran ga perlu rogoh rogoh kantong buat cari uang. Tinggal klik langsung deh ngeng ~	5	positif
Awalnya sulit karena gaptek, tapi seterusnya sangat mudah. Datang ke pomp tunjukkan barcode	4	positif
Ayo lah beri kemudahan untuk masyarakatðŸ˜­	2	negatif
AYOLAH GA SEMUA NYAH PAKE LINK AJA TAMBAHIN METODE PEMBAYARAN VIA DANA DONG!!	2	negatif
Bad banget, buat ngisi daftar subsidi balik balik sendiri	2	negatif
Bad worse	2	negatif
Bagaimana bagi driver calteran/ rental yg berganti ganti mobil?	2	negatif
Bagi saya tidak ada kendala ketika daftar, saya baca banyak yg terkendala mengenai kode OTP yg masuk lewat SMS. Saran saja, tidak semua SPBU terdaftar diaplikasi, misalnya SPBU Cikadut, padahal besar dan ramai pas pinggir jalan besar JL A.H Nasution tapi tidak terdaftar. Saran proses, tidak semua orang mampu menggunakan aplikasi untuk membeli BBM menurut saya jika WAJIB terasa sangat keterlaluan.	4	positif
Bagus	4	positif
Bagus	4	positif
Bagus	4	positif
Bagus	4	positif
Bagus	4	positif
Bagus !!!! Daftar offline dimanaya	4	positif
bagus aman dan baik	4	positif
Bagus apknya lancar juga minusnya e wallet nya cuma link kalau bisa tambahin gopay dll	4	positif
Bagus apknya memudahkan pembayaran di spbu	5	positif
Bagus aplikasi myPertamina	5	positif
bagus aplikasinya	5	positif
Bagus aplikasinya jadi bisa cardless cuman minusnya di mesin edc nya ug rada lama buat ngeluarin struknya buat mulai isi bensin nya jadi klo misalkan ngantri bisa bikin lama antrian mohon di evaluasi dan di update lagi untuk mesin edc & jaringan internet di setiap SPBU buat jalanin system cardless buat isi bensin prtalite	4	positif
Bagus banget jadi tertib	5	positif
Bagus banyak manfaatnya	5	positif
Bagus biar hak masyarakat biasa gak dirampas	5	positif
bagus biar terdata	5	positif
Bagus bisa mengurangi beban pemerintah utamanya subsidi	4	positif
